
SetupTitle, Id-Vds var const Vbgs
PrimitiveTest, Multi Channel I/V Sweep
DataValue, -3.4000000000000004, -0.0011266
DataValue, -3.3000000000000003, -0.00107529
DataValue, -3.2, -0.00102481
DataValue, -3.1, -0.0009755
DataValue, -3.0000000000000004, -0.00092724
DataValue, -2.9000000000000004, -0.00087939100000000009
DataValue, -2.8000000000000003, -0.00083326200000000009
DataValue, -2.7, -0.000788465
DataValue, -2.6, -0.00074475100000000009
DataValue, -2.5, -0.00070229200000000009
DataValue, -2.4000000000000004, -0.00066103700000000006
DataValue, -2.3000000000000003, -0.00062093500000000008
DataValue, -2.2, -0.000582127
DataValue, -2.1, -0.00054454100000000006
DataValue, -2, -0.00050828000000000006
DataValue, -1.9, -0.000473365
DataValue, -1.7999999999999998, -0.00043978500000000005
DataValue, -1.7, -0.00040755
DataValue, -1.5999999999999999, -0.00037662400000000005
DataValue, -1.5, -0.000346954
DataValue, -1.4, -0.00031857900000000004
DataValue, -1.3, -0.000291439
DataValue, -1.2, -0.000265452
DataValue, -1.0999999999999999, -0.000240511
DataValue, -1, -0.00021649600000000002
DataValue, -0.89999999999999991, -0.00019333000000000002
DataValue, -0.79999999999999993, -0.00017089900000000002
DataValue, -0.7, -0.00014905500000000002
DataValue, -0.6, -0.000127674
DataValue, -0.5, -0.00010660300000000001
DataValue, -0.39999999999999997, -8.5678E-05
DataValue, -0.3, -6.4755E-05
DataValue, -0.19999999999999998, -4.3652E-05
DataValue, -0.099999999999999992, -2.2197E-05
DataValue, 0, -1.89E-07
DataValue, 0.099999999999999992, 2.2597E-05
DataValue, 0.19999999999999998, 4.6347E-05
DataValue, 0.3, 7.1288E-05
DataValue, 0.39999999999999997, 9.7642000000000011E-05
DataValue, 0.5, 0.00012561200000000002
DataValue, 0.6, 0.000155365
DataValue, 0.7, 0.000187015
DataValue, 0.79999999999999993, 0.00022064600000000002
DataValue, 0.89999999999999991, 0.000256369
DataValue, 1, 0.000294133
DataValue, 1.0999999999999999, 0.00033400700000000004
DataValue, 1.2, 0.000375867
DataValue, 1.3, 0.000419731
DataValue, 1.4, 0.00046555800000000003
DataValue, 1.5, 0.00051325900000000007
DataValue, 1.5999999999999999, 0.000562626
DataValue, 1.7, 0.00061379
DataValue, 1.7999999999999998, 0.000666577
DataValue, 1.9, 0.00072133900000000009
DataValue, 2, 0.0007776040000000001
DataValue, 2.1, 0.00083561600000000007
DataValue, 2.2, 0.00089531700000000007
DataValue, 2.3000000000000003, 0.000956641
DataValue, 2.4000000000000004, 0.0010193370000000002
DataValue, 2.5, 0.00108303
DataValue, 2.6, 0.00114885
DataValue, 2.7, 0.00121601
DataValue, 2.8000000000000003, 0.00128414
DataValue, 2.9000000000000004, 0.00135353
DataValue, 3.0000000000000004, 0.00142416
DataValue, 3.1, 0.0014957500000000001
DataValue, 3.2, 0.00156867
DataValue, 3.3000000000000003, 0.00164224
DataValue, 3.4000000000000004, 0.00171691
DataValue, 3.5000000000000004, 0.0017923000000000001
DataValue, 3.6, 0.00186859
DataValue, 3.7, 0.00194605
DataValue, 3.8000000000000003, 0.0020247200000000003
DataValue, 3.9000000000000004, 0.00210379
DataValue, 4, 0.00218386
DataValue, 4.1000000000000005, 0.00226472
DataValue, 4.2, 0.00234633
DataValue, 4.3000000000000007, 0.00242902
DataValue, 4.4, 0.00251261
DataValue, 4.5, 0.0025966500000000003
DataValue, 4.6000000000000005, 0.00268205
DataValue, 4.7, 0.00276817
DataValue, 4.8000000000000007, 0.00285476
DataValue, 4.9, 0.00294262
DataValue, 5, 0.00303149
DataValue, -5, -0.00224272
DataValue, -4.9, -0.0021765400000000002
DataValue, -4.8000000000000007, -0.00211065
DataValue, -4.7, -0.00204533
DataValue, -4.6000000000000005, -0.00198001
DataValue, -4.5, -0.0019149500000000001
DataValue, -4.4, -0.0018503
DataValue, -4.3000000000000007, -0.00178623
DataValue, -4.2, -0.0017227100000000001
DataValue, -4.1000000000000005, -0.00165977
DataValue, -4, -0.00159746
DataValue, -3.9000000000000004, -0.00153597
DataValue, -3.8000000000000003, -0.00147536
DataValue, -3.7, -0.00141534
DataValue, -3.6, -0.00135643
DataValue, -3.5000000000000004, -0.00129781
DataValue, -3.4000000000000004, -0.00124084
DataValue, -3.3000000000000003, -0.00118488
DataValue, -3.2, -0.00112994
DataValue, -3.1, -0.00107601
DataValue, -3.0000000000000004, -0.00102314
DataValue, -2.9000000000000004, -0.00097139
DataValue, -2.8000000000000003, -0.00092077
DataValue, -2.7, -0.00087063900000000009
DataValue, -2.6, -0.00082234100000000009
DataValue, -2.5, -0.00077532200000000006
DataValue, -2.4000000000000004, -0.000729558
DataValue, -2.3000000000000003, -0.000685052
DataValue, -2.2, -0.00064175700000000007
DataValue, -2.1, -0.00059964900000000006
DataValue, -2, -0.00055887900000000008
DataValue, -1.9, -0.00051941500000000007
DataValue, -1.7999999999999998, -0.00048129900000000003
DataValue, -1.7, -0.00044455000000000004
DataValue, -1.5999999999999999, -0.000409172
DataValue, -1.5, -0.000375187
DataValue, -1.4, -0.00034261700000000003
DataValue, -1.3, -0.000311409
DataValue, -1.2, -0.000281545
DataValue, -1.0999999999999999, -0.000253043
DataValue, -1, -0.00022579500000000002
DataValue, -0.89999999999999991, -0.000199748
DataValue, -0.79999999999999993, -0.00017481700000000002
DataValue, -0.7, -0.000150881
DataValue, -0.6, -0.000127848
DataValue, -0.5, -0.000105557
DataValue, -0.39999999999999997, -8.3885E-05
DataValue, -0.3, -6.267100000000001E-05
DataValue, -0.19999999999999998, -4.1759000000000005E-05
DataValue, -0.099999999999999992, -2.0989000000000002E-05
DataValue, 0, -1.78E-07
DataValue, 0.099999999999999992, 2.0861000000000002E-05
DataValue, 0.19999999999999998, 4.2318000000000004E-05
DataValue, 0.3, 6.4385E-05
DataValue, 0.39999999999999997, 8.7288000000000009E-05
DataValue, 0.5, 0.00011123400000000001
DataValue, 0.6, 0.000136469
DataValue, 0.7, 0.000163167
DataValue, 0.79999999999999993, 0.000191554
DataValue, 0.89999999999999991, 0.00022174100000000002
DataValue, 1, 0.00025388600000000004
DataValue, 1.0999999999999999, 0.00028806000000000003
DataValue, 1.2, 0.000324286
DataValue, 1.3, 0.000362579
DataValue, 1.4, 0.00040293
DataValue, 1.5, 0.000445315
DataValue, 1.5999999999999999, 0.000489614
DataValue, 1.7, 0.000535795
DataValue, 1.7999999999999998, 0.00058380500000000007
DataValue, 1.9, 0.00063363900000000008
DataValue, 2, 0.000685094
DataValue, 2.1, 0.000738377
DataValue, 2.2, 0.00079341
DataValue, 2.3000000000000003, 0.000850027
DataValue, 2.4000000000000004, 0.0009083400000000001
DataValue, 2.5, 0.000968306
DataValue, 2.6, 0.00102993
DataValue, 2.7, 0.00109272
DataValue, 2.8000000000000003, 0.00115743
DataValue, 2.9000000000000004, 0.00122391
DataValue, 3.0000000000000004, 0.00129175
DataValue, 3.1, 0.00136104
DataValue, 3.2, 0.00143147
DataValue, 3.3000000000000003, 0.00150292
DataValue, 3.4000000000000004, 0.0015758200000000001
DataValue, 3.5000000000000004, 0.00164958
DataValue, 3.6, 0.00172397
DataValue, 3.7, 0.00179987
DataValue, 3.8000000000000003, 0.00187627
DataValue, 3.9000000000000004, 0.00195363
DataValue, 4, 0.00203241
DataValue, 4.1000000000000005, 0.00211168
DataValue, 4.2, 0.0021918800000000002
DataValue, 4.3000000000000007, 0.0022725
DataValue, 4.4, 0.00235401
DataValue, 4.5, 0.00243606
DataValue, 4.6000000000000005, 0.00251889
DataValue, 4.7, 0.00260244
DataValue, 4.8000000000000007, 0.00268676
DataValue, 4.9, 0.00277176
DataValue, 5, 0.00285714
